,index,ID,strategy,label
1458,1458,139,We buy or ask as gifts educational toys that help with his sensory input needs.,0.0
1459,1459,139,Visual transitions,0.0
1460,1460,139,We do art activities at home. He doesn't often want to do them in a structured way so doing it at home gives us the time to work with him on how to do a project correctly.,0.0
1461,1461,139,We just don't go out to eat anymore. It is too difficult to do as a family. I know he would do alright if it was the one on one time with a parents instead of the family.,0.0
1462,1462,139,Overnight visits/trips really need to be done with extra hands there to help. He does best when there are relatives whom he trusts and can't get some get one on one time with.,0.0
1463,1463,139,Field trips/events need to be kept short and with an outlet somewhere where he can get physical energy out,0.0
1464,1464,139,"Again because of the weather water activities are a huge benefit. However, these need to be in quieter places with not so many kids running around.",4.0
1465,1465,139,We can't make it out often where we are at because of the extreme heat so we make sure we get him out in our backyard to play with a variety of toys and activities,0.0
1466,1466,139,We demonstrate group time at home as a family with other siblings daily. ,0.0
1467,1467,139,We try to get him to try new things whenever we can with lots of support and understanding from us. He gets very fearful of physical new experiences.,1.0
1468,1468,139,Places where he can move around freely. He wouldn't do well in a theater environment for example,0.0
1469,1469,139,We always explain what we are doing so when we tell him what is coming up he is less likely to be upset when the change from one activity to another happens.,0.0
1470,1470,139,I will give my son a task that doesn't really need to be done but is harmless. Such as sweeping the floor and using the Swiffer duster.,1.0
1471,1471,139,We keep the community events to ones that have a constant change and give us freedom to move around.,0.0
1472,1472,909,Engage him,0.0
1473,1473,909,Do it with him,0.0
1474,1474,909,Make it fun,2.0
1475,1475,909,introducing him to new activities all the time,0.0
1476,1476,909,Turn it into a game,2.0
1477,1477,909,Hide my phone,0.0
1478,1478,909,Praise him,1.0
1479,1479,909,I need to sign him up,0.0
1480,1480,909,Be a good example,0.0
1481,1481,909,Give rewards or praise,2.0
1482,1482,909,playdates,0.0
1483,1483,909,Explain everything that you are doing,0.0
1484,1484,01-028,Take [name] to a mother/daughter yoga class,0.0
1485,1485,01-028,Provide a clean environment ,0.0
1486,1486,01-028,Child  does not attend pre-school (stay at home mom),4.0
1487,1487,01-028,"Introduce her to new mediums (finger paint, chalk, etc.)",0.0
1488,1488,01-028,Take advantage of seasonal activities (play in the yard),0.0
1489,1489,01-028,"Let her try new foods, drinks, + meet new people.",1.0
1490,1490,01-028,"Introduce new toys/activities, specific for her age",0.0
1491,1491,01-028,Incorporate reading into bedtime routine.,0.0
1492,1492,01-028,Take [name] to a drop in youth centre,0.0
1493,1493,01-028,Bring [name] to a public event focused around children/families,0.0
1494,1494,01-028,Dedicate specific time to the arts (ex. 1 hr a day),0.0
1495,1495,01-028,"When capable, ask her if she would like to try participating in different aspects of the activity",2.0
1496,1496,01-028,Interact with pets,0.0
1497,1497,01-028,Make a game - create a song- turn the chore into something she wants to do.,2.0
1498,1498,01-028,"Have a safe area dedicated to her play (with mat, age appropriate toys, open)",0.0
1499,1499,01-028,Will learn when attending pre-school/ daycare,0.0
1500,1500,01-028,"continue to explain the process of what I'm doing, while I'm doing it.",0.0
1501,1501,02-072,Good support from school staff,1.0
1502,1502,02-072,"Cleaning up toys - make it a game/challenge, reward good work",2.0
1503,1503,02-072,Prompt to wish/wipe face after meals,0.0
1504,1504,02-072,Consisten routines and expectations,0.0
1505,1505,02-072,Requires additional time to answer/participate,4.0
1506,1506,02-072,Could benefit from more one-to-one support,1.0
1507,1507,02-072,Attends before and after school programs,0.0
1508,1508,02-072,Constant support and supervision,1.0
1509,1509,02-072,JK daily schooling,0.0
1510,1510,02-072,Needs help with maintaining focus in group setting,4.0
1511,1511,02-072,Encourage independence where appropriate,1.0
1512,1512,02-072,Designate specific therapy time during the day,0.0
1513,1513,02-072,"Eating - she refuses or takes an excessive amount of time. Tried rewards, using a timer, loss of privliedges",2.0
1514,1514,02-072,Requires re-direction and prompting,4.0
1515,1515,02-072,Try to involve our kids in all aspects of our daily lives,1.0
1516,1516,02-072,redirecting to maintain focus,0.0
1517,1517,152,He loves having his sisters around to play with him and do some of his exercises with,4.0
1518,1518,152,My child loves to have his sisters home and near him. ,4.0
1519,1519,152,financial means,0.0
1520,1520,152,I would love to have him sign up for music classes and to be able to socially learn music,4.0
1521,1521,152,My child eats better when there is little to no texture. We are working on adding cracker crumbs gradually to his food. We are also trying to use a nubby to get his mouth used to texture.,1.0
1522,1522,152,I would love to sign him up for some sort of music class. He loves music,4.0
1523,1523,152,My child falls asleep and sleeps best while I am holding or lying near him. I would like to be able to have him fall asleep independently and soothe himself back to sleep when he wakes up,4.0
1524,1524,152,He loves to see new things and be surrounded by people,4.0
1525,1525,152,I would love to have him participate in more activities outside of the home but financially can't afford it due to medical bills. ,4.0
1526,1526,152,We are working on him accepting different textures and letting him feed himself a biscuit. ,1.0
1527,1527,152,We are working on him being laid in bed awake and letting him soothe himself to sleep,1.0
1528,1528,152,we would love the financial means to sign him up for these types of classes,4.0
1529,1529,152,"information on groups, classes",0.0
1530,1530,524,Repeat back to me what I have just asked him to do.,2.0
1531,1531,524,Give him very specific tasks and check his progress.,0.0
1532,1532,524,Encourage him during the activity.,1.0
1533,1533,524,Be there present in the room where he is supposed to be doing his chore.,0.0
1534,1534,524,"We are more than willing to participate in our community, but activities are limited.",4.0
1535,1535,524,Assign him a chore to do before he is able to do something that he gets to choose to do.,2.0
1536,1536,524,We keep him involved in various activities.,0.0
1537,1537,524,Keep the routine constant from day to day.,0.0
1538,1538,524,Check his work after he says he is done.,0.0
1539,1539,524,We talk about the activities during the week as they approach.,0.0
1540,1540,524,Include him in the activities.,1.0
1541,1541,524,Be stern when necessary to remind him of expectations.,2.0
1542,1542,524,Encourage his siblings to listen and be aware of him.,0.0
1543,1543,524,Look in his eyes and touch his shoulder or hand when I am talking to him.  It seems to help him focus on what I am saying.,0.0
1544,1544,524,Make activities exciting and intriguing.,2.0
1545,1545,524,Choose things that he enjoys.,2.0
1546,1546,524,"Give him a heads-up ahead of time, explain what the appointment is for, and what is expected of him.",0.0
1547,1547,524,Withholding privileges (i.e tv).,2.0
1548,1548,524,"Show him specifically what is expected of him in regards to tasks, duties and chores.",0.0
1549,1549,524,Talk to him about acceptable behavior and participation beforehand.,2.0
1550,1550,524,We need to rely less on older sibling and give more responsibility to [name]. ,1.0
1551,1551,524,"He is a bit shy, so we tell him what is happening before we go and give a clear explanation of what will be expected of him.",0.0
1552,1552,01-024,"This is a difficult question to answer as I'd call thme ""things that we do"". Life just happens at home. Theere is so much going on because of our son's serious illness that we don't strategize. Our son's life is all full of medications, doctor/hospital visits. ",4.0
1553,1553,01-024,He will learn to do them by himself once he spends less time at the hospital and he is better health-wise,4.0
1554,1554,01-024,We haven't had guests over because his immune system has been down due to the chemo. This will change when he is healed. ,4.0
1555,1555,01-024,"I have been doing most of those routines for him (i.e. put his clothes on, brush his teeth, etc). My next step/strategy is to teach him how to do them on his own or help me do it together.",3.0
1556,1556,01-024,"My son has cancer, so we can't welcome guests (unless 100% healthy). Also he is very susceptible to visitors as he thinks they're nurses who come to poke him or take his vital signs. So no guests for the moment, but once he is well and healed life will be normal and we'll welcome guests and have more celebrations so he can participate often and be more involved. ",4.0
1557,1557,938,no electronics time where we just focus on her,0.0
1558,1558,938,allowing for free play time as opposed to screen time,0.0
1559,1559,938,get city info on programs they offer,0.0
1560,1560,938,she is finally at an age where we can sign her up for activitives,4.0
1561,1561,938,providing enough time so that we arent rushing,0.0
1562,1562,938,helping her complete the task,3.0
1563,1563,938,enroll her ,0.0
1564,1564,938,funds to participate and buy supplies,0.0
1565,1565,938,encourage her participation,1.0
1566,1566,938,schedule fun time not just chores,0.0
1567,1567,938,sitting at the table together,0.0
1568,1568,938,appropriate weather for activity,0.0
1569,1569,938,provide alternatives to television,0.0
1570,1570,938,give her age appropriate jobs to do ,0.0
1571,1571,938,affordability,0.0
1572,1572,938,hod a close bond with her,0.0
1573,1573,938,adequate nutrition and rest,0.0
1574,1574,938,insist on limitiong screen time,0.0
1575,1575,938,information about programs,0.0
1576,1576,938,enroll her in classes,0.0
1577,1577,938,turn off or put away distractions,0.0
1578,1578,938,taking away other distraction,0.0
1579,1579,938,asking her for help,1.0
1580,1580,938,engage her,1.0
1581,1581,938,eat as a family ,0.0
1582,1582,938,allowing her to prepare the meal,1.0
1583,1583,938,reminding her to stay on task,2.0
1584,1584,938,setting a timer for each activity ,0.0
1585,1585,938,watching her while she completes the task,0.0
1586,1586,938,set limits on screen time,0.0
1587,1587,938,activities at times on the weekends or evening that we can participate,0.0
1588,1588,938,we need to add this to our calendar and plan to attend,0.0
1589,1589,938,consistent routine,0.0
1590,1590,938,knowledge of the event,0.0
1591,1591,938,watch educational shows instead of 'fun' shows,0.0
1592,1592,431,Explain to him why he's needed to help and contribute,1.0
1593,1593,431,Set rules and expectations for daily tasks to be done,2.0
1594,1594,431,Schedule work off to attend,0.0
1595,1595,431,"Organize, plan and get ideas for parties",0.0
1596,1596,431,Organize activities for the community,0.0
1597,1597,431,Save money to put him in an activity,0.0
1598,1598,431,Make time to visit parks ,0.0
1599,1599,431,Make sure he's rested and fed when we head out,0.0
1600,1600,431,Have a set family night where we all play and bond,0.0
1601,1601,431,Schedule work off to participate in activities,0.0
1602,1602,431,Prepare him with schedule for the day ,0.0
1603,1603,431,Find out what's available to do in the community,0.0
1604,1604,431,Organize more playgroups so he can meet new/more friends,0.0
1605,1605,431,Make sure work schedule allows transporting children to activities,0.0
1606,1606,431,Find local hikes to do,0.0
1607,1607,431,Keep an up to date calendar with events,0.0
1608,1608,431,Having expectations for behavior when on outings,2.0
1609,1609,431,Keep educated on events going on,0.0
1610,1610,431,Limit screen time activities,0.0
1611,1611,431,Doing chore before play,0.0
1612,1612,431,Schedule work so I can have more time to play with child at home,0.0
1613,1613,431,Make time in schedule to sit down and play creative games with him,0.0
1614,1614,431,Find a friend he can participate with,0.0
1615,1615,431,Introducing him to friends at different activities,0.0
1616,1616,431,Look at local newspaper for events,0.0
1617,1617,431,Find low cost activities that are affordable,0.0
1618,1618,431,Making a list of responsible chores,0.0
1619,1619,431,Save money to afford attending money costing activities,0.0
1620,1620,431,Save money to participate in activities or afford things to do at home,0.0
1621,1621,431,Keeping track and putting a limit to the amount of screen time he gets,0.0
1622,1622,431,Schedule work off to attend events,0.0
1623,1623,431,Go to playgroups so boys can find friends and learn to socialize,0.0
1624,1624,431,Save money to be able to have child participate,0.0
1625,1625,431,Schedule and plan fun activities to do while at home,0.0
1626,1626,431,Offering an allowance for extra work,2.0
1627,1627,431,Teach him different games to play as a family and with his brother,3.0
1628,1628,431,Doing it consistently,0.0
1629,1629,431,Making it a routine so it's consistent and expected every day/night,0.0
1630,1630,431,Find and plan activities,0.0
1631,1631,431,Put in calendar so we all remember when events are,0.0
1632,1632,431,Have a set schedule for bedtime and bath times,0.0
1633,1633,431,Plan fun trips away from home,0.0
1634,1634,431,Create a certain day each month to have a family sleepover with cousins,0.0
1635,1635,431,Have more scheduled activities throughout the day for him,0.0
1636,1636,431,Take him with me and have him be a helper,0.0
1637,1637,431,Teach him how to do household chores and trust him to do them,3.0
1638,1638,431,Meet friends who have kids his age that can attend groups together,0.0
1639,1639,431,Searching out and attending activities in the community,0.0
1640,1640,431,Plan fun activities and trips,0.0
1641,1641,431,Save money to help with fundraisers or create ways to earn money to do so,0.0
1642,1642,431,Have meals at similar times daily,0.0
1643,1643,431,Looking at local magazines and online schedules of events,0.0
1644,1644,431,Find and do more community activities,0.0
1645,1645,431,Acquire games and ideas to use with kids,0.0
1646,1646,431,Know my area and schedule to do activities when not working,0.0
1647,1647,431,Getting to know and having a relationship with caregivers,0.0
1648,1648,431,Give him more exposure to activities,1.0
1649,1649,431,Teach them how to do the daily tasks that needs to happen. ,3.0
1650,1650,431,Save money to afford to put him in activities,0.0
1651,1651,431,Finding local parks and activities my kids like,2.0
1652,1652,431,Sign him up for the library card and take him,0.0
1653,1653,431,Sign him up for more classes,0.0
1654,1654,431,Schedule work so I have more consistent time with boys,0.0
1655,1655,431,Arrange work schedule to fit in more activities,0.0
1656,1656,431,Know when activities are occuring,0.0
1657,1657,431,Teach him how to do it and set certain times to do chores,3.0
1658,1658,431,Prepare him for certain events like a hair cut or appointment,0.0
1659,1659,431,Save money to do events,0.0
1660,1660,431,Have a chore chart,0.0
1661,1661,715,Gather info about events.,0.0
1662,1662,715,Spend time each day working on the same game.,3.0
1663,1663,715,Attend cousin's baseball games.,0.0
1664,1664,715,Enroll into preschool.,0.0
1665,1665,715,Plan to attend.,0.0
1666,1666,715,Find ways to distract from electronics and encourage play.,0.0
1667,1667,715,Bring gear that is needed along. ,0.0
1668,1668,715,Attend group activities for same age children.,0.0
1669,1669,715,Talk to others about the events.,0.0
1670,1670,715,Patience in letting him try it himself.,0.0
1671,1671,715,Find a way hikes in the woods are possible.,0.0
1672,1672,715,Attend church family fun nights.,0.0
1673,1673,715,Let others know he is to try it himself.,0.0
1674,1674,715,Sibling play helps social interaction.,0.0
1675,1675,715,Attend gatherings for social interaction.,0.0
1676,1676,715,Set up ways to make it easier for him.,0.0
1677,1677,715,Attend library programs.,0.0
1678,1678,715,Encourage grandparents to take on overnights.,0.0
1679,1679,715,Take the time to have him repeatedly try to get himself dressed each a.m.,0.0
1680,1680,715,Allow him to help in the kitchen preparing meals.,1.0
1681,1681,715,Find something that he can bring for others to encourage social interaction.,0.0
1682,1682,715,"Patience, letting him do it himself.",0.0
1683,1683,715,Invite children over for play.,0.0
1684,1684,715,Tent in the backyard.,0.0
1685,1685,715,Talk with him re: what to expect about school.,0.0
1686,1686,715,Attend family dinners for cousin interaction.,0.0
1687,1687,715,Plan gatherings at our place for same age children to attend.,0.0
1688,1688,715,Purchase clothing that is easiest to put on.,0.0
1689,1689,715,Let others know he is to do it himself.,0.0
1690,1690,647,ask her for help with certain tasks,1.0
1691,1691,647,spend time with friends who may also be involved,0.0
1692,1692,647,adequate advertisement of activities,0.0
1693,1693,647,Talk about and demonstrate gentle touches with siblings and animals,0.0
1694,1694,647,"sing the ""clean up time"" song before and during picking up toys ",0.0
1695,1695,647,practicing sitting on the potty chair after a diaper change,3.0
1696,1696,647,choosing a pretty dress to wear for the day,0.0
1697,1697,647,choose activities geared towards kids,0.0
1698,1698,647,reading books and singing songs before getting into bed for bedtime or naptime,0.0
1699,1699,647,talk about the planned activity before it takes place,0.0
1700,1700,647,offering help when getting dressed,3.0
1701,1701,647,structured routine,0.0
1702,1702,647,meet teachers and other adults involved before activity begins,0.0
1703,1703,647,invite to participate in cooking and laundry chores,1.0
1704,1704,647,good weather,0.0
1705,1705,647,hand her wipes to clean hands and face or table,0.0
1706,1706,647,outdoor play,0.0
1707,1707,647,give lots of hugs,0.0
1708,1708,647,adequate snacks and meals offered,1.0
1709,1709,647,"choose daytime activities, nothing past bedtime",0.0
1710,1710,647,sing the clean up song,0.0
1711,1711,647,read books together,0.0
1712,1712,647,make sure schedule is consistent and naps are routine,0.0
1713,1713,647,using detangle spray to make hair brushing more comfortable,0.0
1714,1714,647,plan for adequate amounts of outside play,0.0
1715,1715,647,she has never really taken and organized activity before,4.0
1716,1716,647,sing songs together,0.0
1717,1717,647,adequate nap time provieded,1.0
1718,1718,647,love and attention,0.0
1719,1719,647,timing around naps and bedtime,0.0
1720,1720,647,fun songs and activities planned,0.0
1721,1721,647,provide proper nutrition such as adequate meals and snacks so no one has the opportunity to be hungry. ,0.0
1722,1722,392,Understand how to do more on a tablet,3.0
1723,1723,392,Playgrounds like inspiration park that allow her to use her walker,0.0
1724,1724,392,Understand the concept,3.0
1725,1725,392,"Improved hand coordination and use for holding crayons, paint brushes, etc.",3.0
1726,1726,392,High chairs and diaper changing stations,0.0
1727,1727,392,Places that make it easy for her to see the action f,0.0
1728,1728,392,"Getting her interested in the activity, able to pay attention to it",2.0
1729,1729,392,Learn to help getting dressed,3.0
1730,1730,392,Learn to help washing face and hands,3.0
1731,1731,392,Places that accommodate strollers or her walker,0.0
1732,1732,392,Unsure?,4.0
1733,1733,392,Help her get around to access toys,3.0
1734,1734,392,Learn to feed herself with spoon,3.0
1735,1735,446,Giving lots of options to choose from,2.0
1736,1736,446,Finding friends that can match her energy level,0.0
1737,1737,446,Use of fm system,0.0
1738,1738,446,having fun activities,0.0
1739,1739,446,Posting picture schedules of routines,0.0
1740,1740,446,Direct face to face communication,0.0
1741,1741,446,"Preparing ahead, letting know where going ",0.0
1742,1742,446,finding activities that are in line with interests,2.0
1743,1743,446,offering rewards,2.0
1744,1744,446,Changing activities so not bored from same thing all the time,0.0
1745,1745,446,Use of fm system so can hear from further distances,0.0
1746,1746,446,Willingness to adopt strategies to assist with communication,0.0
1747,1747,446,activities that are matched to childs interests,2.0
1748,1748,446,peers of similar age and with similar interests,0.0
1749,1749,446,having activities games to keep occupied dduring travel,0.0
1750,1750,446,making it a game,2.0
1751,1751,446,singing songs,0.0
1752,1752,446,Choosing activities geared to interests,2.0
1753,1753,446,show child how to participate and be involved in activities,0.0
1754,1754,446,engage child in activities,1.0
1755,1755,446,Friends with hearing loss,0.0
1756,1756,446,Knowledge about hearing loss from groups,0.0
1757,1757,446,use of fm system to ensure hearing instructions,0.0
1758,1758,446,choosing activities that have some physical active component,0.0
1759,1759,446,Pictures of things to buy so she can shop,0.0
1760,1760,446,using sign language to help explain activities,0.0
1761,1761,446,"Singing songs, making fun",0.0
1762,1762,446,Finding jobs that suit their abilities,0.0
1763,1763,446,Making chores fun,2.0
1764,1764,446,"Choosing items to eat, helping to prepare or get food out of pantry fridge",0.0
1765,1765,01-029,NOT IN DAYCARE,4.0
1766,1766,01-029,Our adult-child ratio is typically 1:2 or at times 1:1. Typically well supported through events/activities,0.0
1767,1767,01-029,Would love more initiative shown in dressing and personal care,4.0
1768,1768,01-029,Encourage to help tidy and put away prior to moving to another activity,1.0
1769,1769,01-029,We attempt to get her to help gather supplies,1.0
1770,1770,01-029,Would love her to be more involved in choosing healthy meals and snacks,4.0
1771,1771,01-029,Role modelling,0.0
1772,1772,01-029,Positive encouragement,1.0
1773,1773,01-029,Encourage to participate in a variety of different activities,1.0
1774,1774,01-029,Encourage interest,2.0
1775,1775,01-029,We offer choices in foods/ snacks- encourage her to choose from options,2.0
1776,1776,01-029,Jennifer handles the changes well in the home,4.0
1777,1777,01-029,*House guests are difficult in our home. We foster medically fragile children so this doesn't happen a lot.,4.0
1778,1778,01-027,Ask therapists for activities that will stimulate and teach [name] brain.,0.0
1779,1779,01-027,Try new things daily,1.0
1780,1780,01-027,Try to hold the same routine.,0.0
1781,1781,01-027,More involvement will happen as he grows up,4.0
1782,1782,01-027,Work together to reach new goals each week.,0.0
1783,1783,118, does better  in organized activities and play,4.0
1784,1784,118, his interest in the activity,4.0
1785,1785,118, occurs in places he feels comfortable,4.0
1786,1786,118, a  plan,0.0
1787,1787,118, follow through ,4.0
1788,1788,118, working together,0.0
1789,1789,118, I'm at a  loss...,4.0
1790,1790,118, done his way and his speed,1.0
1791,1791,118, talking through expectations before the event,0.0
1792,1792,118, peers  participating -  tends to follow the group,0.0
1793,1793,118,1  to 1  coach,0.0
1794,1794,118," we  have a  lot of issues in this category,  so I'm not sure what to do to make it successful...",4.0
1795,1795,118, coaches/ teachers/ leaders  have an understanding of disability,0.0
1796,1796,118, comfort level with guests,1.0
1797,1797,118, interest in activity -  loves  to read and listen to music... prefers not to do ' messy'  crafts,2.0
1798,1798,118, structured environment,0.0
1799,1799,118, structure,0.0
1800,1800,118, lots of one to one attention,0.0
1801,1801,118, clear expectations,2.0
1802,1802,118, talking through the activity on the way to it,0.0
1803,1803,118,talking about the social situation before and discussing rules before the activity begins.,0.0
1804,1804,118, interest in activity,4.0
1805,1805,118, him having a say in how this activity occurs,1.0
1806,1806,118, reminders and assistance,0.0
1807,1807,118, incentives  and  rewards,2.0
1808,1808,118,lots of reminders,2.0
1809,1809,118, his general mood,4.0
1810,1810,118," he gets a lot of choices and gets to feel in control, which helps",2.0
1811,1811,118, adaptive activities,0.0
1812,1812,118, comfort level with the group and facility ,1.0
1813,1813,118, interest,4.0
1814,1814,118, 1  to 1,0.0
1815,1815,118, assistance,0.0
1816,1816,118, have patience,0.0
1817,1817,664,Engage in play.,0.0
1818,1818,664,Mealtimes at the same time. ,0.0
1819,1819,664,Have structure and routine. ,0.0
1820,1820,664,A variety of cultural experiences. ,0.0
1821,1821,664,Parental willingness to try just about anything. ,0.0
1822,1822,664,Shared meals. ,0.0
1823,1823,664,Reinforce activities and therapies from services and sources given outside the home.,0.0
1824,1824,664,A variety of community activities.,0.0
1825,1825,664,Feeding utensils appropriate to size of child.,0.0
1826,1826,88,Letting him help me close the dishwasher ,1.0
1827,1827,88,Helping him press the right buttons,3.0
1828,1828,88,Playing with cars together and making car noises ,0.0
1829,1829,88,Looking at books together ,0.0
1830,1830,88,I let my son close the dish washer and press the buttons.,1.0
1831,1831,88,Talking to him about the action that we are doing. Trying to make it fun or seem like a game,2.0
1832,1832,88,Taking terns brushing his teeth. First it's my tern then he gets a tern. I also worked at finding a toothpaste he likes the flavor of. I will also brush my teeth while he takes his tern brushing his.,1.0
1833,1833,88,Making a game out of putting cloths on,2.0
1834,1834,791,Decrease social anxiety,1.0
1835,1835,791,Keep routine simple,0.0
1836,1836,791,Change in weather,0.0
1837,1837,791,Decrease meltdowns to be able to show the routine,0.0
1838,1838,791,Controlling meltdowns,0.0
1839,1839,791,Picture chart,0.0
1840,1840,791,Medication,4.0
1841,1841,791,Doing a little bit at a time,0.0
1842,1842,791,Decrease screen time with other activities,0.0
1843,1843,791,Find more resources,0.0
1844,1844,791,"Due to weather conditions, it's been difficult to be outside in the community",4.0
1845,1845,791,Decrease sensory overload,0.0
1846,1846,791,"For sleep, he uses melatonin",0.0
1847,1847,791,Hand over hand helping,3.0
1848,1848,791,Keep things simple,0.0
1849,1849,791,More opportunities,0.0
1850,1850,791,Decrease sensory issues,0.0
1851,1851,791,Have more guided/ planned activities,0.0
1852,1852,791,Lots of planned activities,0.0
1853,1853,791,Change in weather conditions- too hot to be outside,0.0
1854,1854,791,Usually participates in these activities at school,0.0
1855,1855,791,Make a clear routine,0.0
1856,1856,791,Spend more one on one time,0.0
1857,1857,791,Sensory breaks,0.0
1858,1858,791,Picture chart was used before,0.0
1859,1859,791,More free programs for those that are sensory sensitive,0.0
1860,1860,791,Meds to decrease social anxiety,0.0
1861,1861,791,Planned activities,0.0
1862,1862,791,Decrease social anxiety and sensory overload,1.0
1863,1863,791,Keep in constant contact with teachers and therapists,0.0
1864,1864,791,Help social anxiety,1.0
1865,1865,791,Use of sensory equipment like compression vest,0.0
1866,1866,278,Find more kid friendly activities,0.0
1867,1867,278,Don't clean up for him,0.0
1868,1868,278,Make sure providers know he has a hearing loss,0.0
1869,1869,278,Make sure setting is appropriate for his needs,0.0
1870,1870,278,Having him willingly get in the bath tub,2.0
1871,1871,278,Set time each day for art,0.0
1872,1872,278,encourage participation,1.0
1873,1873,278,Expose him to more mediums,1.0
1874,1874,278,gauge interest and continue or change activity,2.0
1875,1875,278,Get out more!,0.0
1876,1876,278,keep house quite so background noise is not a problem,0.0
1877,1877,278,Give him more opportunity to do it himself,0.0
1878,1878,278,Make sure he has hearing aids in,0.0
1879,1879,278,Host events outside of naptime,0.0
1880,1880,278,Make sure background noise is at a minimum,0.0
1881,1881,278,Take trash to can when has trash in hand,0.0
1882,1882,278,KNow what goes in compost and what is trash...so Oregon!,4.0
1883,1883,278,Clean up when I sing the clean up song,0.0
1884,1884,278,make eye contact,0.0
1885,1885,278,Display his art,0.0
1886,1886,278,Explain the step to him so he can do it himself,0.0
1887,1887,278,Help him be the one that clean up,3.0
1888,1888,278,Ask him to wash his hands with my help,1.0
1889,1889,278,Get him involved in something age appropriate,0.0
1890,1890,278,Willingly get his face washed with a washcloth,2.0
1891,1891,278,Make sure he is wearing hearing aids,0.0
1892,1892,278,Give consequences if he does not clean up,2.0
1893,1893,278,Make sure he is wearing his hearing aids,0.0
1894,1894,278,"Not be so quick to jump in to help, let him struggle and try to figure it out himself.",1.0
1895,1895,278,Include him in games with older sibling,1.0
1896,1896,02-016,Including ourselves to make things seem appealing,2.0
1897,1897,02-016,Remove distractions,0.0
1898,1898,02-016,Making things are accessable for x,0.0
1899,1899,02-016,Find things she enjoys,2.0
1900,1900,543,Explain to her what they are doing,0.0
1901,1901,543,Modeling correct and expected behavior,2.0
1902,1902,543,We keep going out so she knows the expected norms of participation and each time we go out she participates a little bit more,0.0
1903,1903,543,Model,0.0
1904,1904,543,We let her do what she wants and encourage her to try new activities if she wants to,2.0
1905,1905,543,Repeated participation in celebrations,0.0
1906,1906,543,I let her play with what she finds however she wants to play with it,1.0
1907,1907,543,We put her in classes with kids that have no delays so she can try to advance what skills she has,0.0
1908,1908,543,Describing to her what we are doing and why,0.0
1909,1909,543,We let her participate in the celebration,1.0
1910,1910,543,We keep taking her out so she knows the type of behavior that is expected,0.0
1911,1911,543,Modeling,0.0
1912,1912,543,Having enough time,0.0
1913,1913,543,Showing her what I want done,0.0
1914,1914,543,Encourage her to try.,1.0
1915,1915,543,Using repetition... the same task over and over again,3.0
1916,1916,543,Having family members assist,3.0
1917,1917,543,Demonstrating to her what I want her to be able to do,0.0
1918,1918,543,Repeating the activity ,3.0
1919,1919,543,Repetition,3.0
1920,1920,543,Demonstrating the desired behavior,0.0
1921,1921,543,Keeping her with her cousins that are her age,0.0
1922,1922,543,Talking it through,0.0
1923,1923,543,Include my daughter in their activities,1.0
1924,1924,543,Giving choices,2.0
1925,1925,543,Modeling correct behavior,2.0
1926,1926,543,Having her observe yhe desired behavior,2.0
1927,1927,92,Making it fun for her. I purchased a mini vacuum that she uses when I vacuum. She really enjoys it. And likes that she is helping. I also allow her to throw clothes into the washer and dryer. ,2.0
1928,1928,92,Making sure the environment is comfortable. She is new to having house guest stay over or vice versa. ,0.0
1929,1929,92,We haven't been to any community events. ,4.0
1930,1930,92,Introducing her to new faces and age groups.,0.0
1931,1931,92,I praise her for building blocks very high or succeeding at completing a puzzle correctly. ,1.0
1932,1932,01-076,Potty training,3.0
1933,1933,01-076,Teaching him how to put on his own clothes,3.0
1934,1934,01-076,Making tidying up a game,2.0
1935,1935,01-076,Communicate with daycare teachers for feedback on development and any issues,0.0
1936,1936,01-076,Have him help with gift wrapping and other holiday traditions,2.0
1937,1937,01-076,Have a schedule of planned activities prepared ahead of time,0.0
1938,1938,01-076,Attend events organized by daycare,0.0
1939,1939,01-076,Change toys + activities to improve skills,0.0
1940,1940,01-076,Use play to teach new skills,3.0
1941,1941,156,"Help identify foods as we shop, such as pointing out the bananas ",1.0
1942,1942,156,"My husband (child's father) spends the evening with him, does the bath and bed routine, encourages his participation in getting ready for bed",1.0
1943,1943,156,"Not run off in the store, stay closer to me without me having to physically hold his hand the entire time ",0.0
1944,1944,156,More constant play groups (same people),0.0
1945,1945,156,Help find items on store shelves,1.0
1946,1946,156,More frequent play groups ,0.0
1947,1947,156,Choosing the books to read prior to nap and bedtime.,1.0
1948,1948,156,He helps me with chores...when I clean I give him his own towel and water bottle to pretend clean with,1.0
1949,1949,156,Utilizing local resources and all of the fantastic kids events in our metro area ,0.0
1950,1950,156,Continued classes and play groups,0.0
1951,1951,156,"We bake something together weekly, such as a cake. I let him crack eggs and measure ingredients",0.0
1952,1952,156,Giving him more opportunities to assist with making meals instead of encouraging him to play outside of the kitchen during meal prep,1.0
1953,1953,156,Letting him do the scooping/pouring of pet food daily,1.0
1954,1954,156,"Making choices about what to eat and following through (waffle or eggs for breakfast, etc)",2.0
1955,1955,156,Having child move his dirty laundry from his hamper to the washer,2.0
1956,1956,156,Dressing self- less help from mommy when putting on shirts/shorts. Participating to choosing clothes...he usually won't tell me a preference between two articles of clothing.,3.0
1957,1957,156,Participate with the group more at gym class,0.0
1958,1958,156,Pay attention and focus when at a music or art class instead of running around like crazy,0.0
